Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
58098,975.927,402.0462454,186.6472917,2.15404275,0.885707695,59294,271.979174,0.621422154,0.979829325,0.766542748,0.676487287,0.006920139,0.000893991,0.45763505,0.985765462,HOROZ
58188,967.634,390.0822027,192.3134372,2.028366859,0.870025081,58986,272.1897548,0.610859158,0.986471366,0.780946089,0.697775374,0.006703826,0.000980314,0.486890472,0.987592498,HOROZ
58248,958.961,384.6793719,193.4503333,1.988517494,0.864352047,58831,272.3300516,0.679276968,0.990090259,0.795955873,0.707940356,0.006604164,0.001023256,0.501179548,0.996604298,HOROZ
58419,982.432,400.343978,187.2581239,2.13792582,0.883864477,59282,272.7295015,0.661147578,0.985442461,0.760604661,0.681237926,0.006852976,0.000910446,0.464085112,0.992179544,HOROZ
58526,977.222,410.3717132,182.7068475,2.246066411,0.895419817,59193,272.9791523,0.654755778,0.988731776,0.770144531,0.665199729,0.007011785,0.00084687,0.442490679,0.993863452,HOROZ
58629,977.866,403.5571922,186.8010243,2.160358562,0.886417755,59488,273.2192549,0.646762272,0.985560113,0.77048406,0.677027346,0.006883235,0.000892066,0.458366028,0.990234972,HOROZ
58778,963.455,398.3692695,191.7286778,2.077776127,0.876564829,60076,273.5662149,0.833907924,0.978394034,0.795722794,0.686715156,0.006777523,0.000929731,0.471577705,0.979832898,HOROZ
58891,966.204,397.7939189,189.5287619,2.098857793,0.879201774,59522,273.8290526,0.601419526,0.989398878,0.792722401,0.688369127,0.006754749,0.000935566,0.473852055,0.994548078,HOROZ
59101,978.715,403.2673235,187.5406983,2.150292321,0.885282815,59723,274.316843,0.799558965,0.989585252,0.775340026,0.680235732,0.006823359,0.000901189,0.462720651,0.994984663,HOROZ
59184,948.818,390.1119322,194.2130484,2.00868034,0.8672693,59769,274.5093973,0.654654057,0.990212317,0.826129913,0.703668293,0.00659151,0.000996866,0.495149066,0.994596195,HOROZ
59305,971.655,391.6593617,194.8650675,2.009900321,0.867442691,60395,274.7898674,0.703516098,0.981952148,0.789363416,0.701604236,0.006604154,0.000987111,0.492248504,0.989370427,HOROZ
59442,975.979,402.8874444,190.1494603,2.118793521,0.881616372,60289,275.1070792,0.732468301,0.985951003,0.784191862,0.682838552,0.006777825,0.000908955,0.466268488,0.987926652,HOROZ
59530,972.704,401.623235,189.3273988,2.121315972,0.881916584,60280,275.3106429,0.77087434,0.987558062,0.790650123,0.685494809,0.006746569,0.000918924,0.469903134,0.996813023,HOROZ
59651,1028.745,421.9864556,180.9633151,2.331889507,0.903381985,60407,275.5902975,0.582267731,0.987484894,0.708291643,0.653078538,0.007074256,0.00079382,0.426511577,0.994577871,HOROZ
59763,997.957,381.6747707,199.993621,1.908434723,0.851724644,60551,275.8488987,0.668430118,0.986986177,0.754082039,0.72273286,0.006386473,0.00107486,0.522342787,0.996857112,HOROZ
59944,997.437,401.0324375,191.9145798,2.089640287,0.878059615,60967,276.266305,0.60184739,0.983220431,0.757154721,0.688887679,0.006690118,0.00092941,0.474566234,0.991672721,HOROZ
60049,941.57,361.8765627,218.028992,1.659763499,0.798122297,61976,276.508158,0.700279883,0.968907319,0.851158456,0.764095237,0.006026355,0.001267139,0.583841531,0.969038863,HOROZ
60166,978.007,404.4412154,189.6852838,2.132169704,0.883195075,60719,276.7774023,0.596932296,0.990892472,0.790454865,0.684345195,0.006722089,0.000909463,0.468328346,0.99855551,HOROZ
60319,950.938,375.0190633,207.5363321,1.807004391,0.83291424,60953,277.1290964,0.706625899,0.989598543,0.838223037,0.738973358,0.006217263,0.001143653,0.546081623,0.986771891,HOROZ
60453,978.679,404.6433039,190.7810868,2.120982277,0.881876937,61185,277.4367499,0.6798583,0.988036283,0.793135123,0.68563287,0.006693519,0.000912433,0.470092433,0.997057719,HOROZ
60560,984.12,402.4070924,192.4911168,2.090522924,0.878169704,61331,277.6821687,0.666541929,0.98742887,0.785777546,0.690052869,0.006644767,0.000929371,0.476172962,0.995450494,HOROZ
60707,977.364,404.6984958,192.1233564,2.106451311,0.880130364,61462,278.0189796,0.661656676,0.987715987,0.798612234,0.68697804,0.006666422,0.000915891,0.471938828,0.994116163,HOROZ
60775,988.585,391.361951,198.5519004,1.971081366,0.861748489,61744,278.1746454,0.652148253,0.984306167,0.781460082,0.710786127,0.006439522,0.001013886,0.505216918,0.995823653,HOROZ
60868,1018.898,416.2250284,187.5107574,2.219739466,0.892774752,61982,278.3874002,0.760869022,0.98202704,0.736779403,0.668838684,0.006838158,0.000844121,0.447345185,0.992989762,HOROZ
60981,984.126,395.8998237,200.8502472,1.971119424,0.861754256,62440,278.6456902,0.682893234,0.976633568,0.791230454,0.703828781,0.006492183,0.00098274,0.495374953,0.976443192,HOROZ
61150,988.821,411.7081065,190.1822093,2.164808727,0.886914003,61889,279.0315361,0.608022114,0.988059267,0.785906649,0.677741176,0.006732757,0.00087625,0.459333101,0.994368306,HOROZ
61329,971.399,399.0631071,196.5993388,2.029829345,0.870226268,61884,279.4396322,0.71220039,0.991031608,0.816733639,0.700239203,0.006506923,0.000965031,0.490334942,0.995296254,HOROZ
61493,992.528,400.4085418,198.3503204,2.018693698,0.868682168,62537,279.8130078,0.606260475,0.983305883,0.784422442,0.698818778,0.006511449,0.00095789,0.488347684,0.985824392,HOROZ
61626,991.168,409.1727315,192.9183117,2.120963676,0.881874726,62251,280.1154408,0.819059011,0.989960001,0.788277806,0.684589708,0.006639612,0.000899589,0.468663069,0.994017344,HOROZ
61774,977.266,402.3149117,195.8970224,2.053706109,0.873444014,62439,280.4515995,0.645746004,0.989349605,0.812811817,0.697094717,0.00651269,0.000948653,0.485941044,0.997980091,HOROZ
62148,999.92,409.57646,193.772947,2.113692682,0.881005688,62868,281.2992912,0.738415475,0.988547433,0.781099772,0.686805319,0.00659034,0.000904528,0.471701546,0.997032106,HOROZ
62321,965.024,382.5364271,208.0815251,1.838396883,0.839116214,62943,281.6905424,0.699544271,0.990118043,0.840945883,0.736375734,0.006138163,0.00111331,0.542249222,0.99686928,HOROZ
62476,1020.502,419.0012092,191.0221014,2.193469793,0.890031677,63421,282.0406244,0.799498362,0.985099573,0.753868089,0.673126039,0.006706595,0.000849312,0.453098665,0.993858234,HOROZ
62694,998.103,402.7630036,199.5648945,2.018205681,0.86861385,63546,282.5322637,0.699303975,0.98659239,0.790833616,0.701485144,0.006424267,0.000959571,0.492081408,0.993121492,HOROZ
62887,1010.745,417.6604033,192.4317333,2.170434138,0.887536549,63619,282.9668094,0.727320041,0.988494003,0.773548482,0.677504516,0.006641443,0.000863159,0.459012369,0.996256116,HOROZ
63209,996.504,411.7573211,196.9550914,2.090615268,0.878181212,63960,283.6903213,0.80214467,0.988258286,0.79989078,0.688974565,0.00651422,0.00090543,0.474685952,0.992385698,HOROZ
63366,1006.058,413.047019,198.1368874,2.084654828,0.877434907,64350,284.0424211,0.736642641,0.984708625,0.78671987,0.687675756,0.006518433,0.000899203,0.472897946,0.985828986,HOROZ
63628,997.39,400.7841514,204.0339664,1.964301133,0.860715118,64287,284.6290318,0.62258317,0.989749094,0.803763198,0.710180357,0.006298865,0.000988363,0.50435614,0.990707337,HOROZ
63897,1002.493,405.7742235,201.454325,2.014224433,0.868054449,64511,285.2300601,0.611477951,0.990482243,0.798964779,0.702927992,0.006350442,0.000956373,0.494107762,0.995243926,HOROZ
64075,1015.361,411.7117855,201.433152,2.043912739,0.872139281,65261,285.6270712,0.726473923,0.981826818,0.781011669,0.693754907,0.006425467,0.00091814,0.48129587,0.983726761,HOROZ
64436,1025.086,409.9155968,201.1360743,2.038001379,0.871341653,65318,286.4305558,0.75217706,0.986496831,0.770580176,0.698754958,0.006361593,0.000935503,0.488258492,0.99507148,HOROZ
64697,1007.552,398.9407032,208.7410328,1.911175287,0.852186447,65497,287.0100675,0.784510356,0.9877857,0.800864546,0.719430394,0.006166294,0.001018965,0.517580093,0.989186282,HOROZ
65042,1023.506,419.2028581,198.9627741,2.10694116,0.880189888,65748,287.7742978,0.78340259,0.989262031,0.780230575,0.686479809,0.00644511,0.00088292,0.471254528,0.992905561,HOROZ
65443,1026.183,410.9592883,204.1715923,2.01281326,0.867855283,66329,288.6600345,0.612991757,0.986642343,0.780950365,0.702405427,0.006279652,0.000942903,0.493373384,0.99306849,HOROZ
65766,1035.842,406.4166216,207.2423686,1.961069178,0.86021832,66698,289.3715119,0.792294626,0.986026568,0.770236792,0.71200708,0.006179738,0.000979686,0.506954082,0.994172024,HOROZ
66310,1158.389,413.9750427,207.0402022,1.999491105,0.86595192,68311,290.5658518,0.6030265,0.9707075,0.620983473,0.701892196,0.006243026,0.000934666,0.492652655,0.985054601,HOROZ
66884,1049.722,441.5267425,194.0042447,2.275861249,0.898294399,67651,291.8207561,0.77707036,0.9886624,0.762752261,0.660935631,0.006601381,0.000777054,0.436835908,0.994177915,HOROZ
67317,1058.043,408.7963217,216.846462,1.885187879,0.847715531,70055,292.7638407,0.805304335,0.960916423,0.755662692,0.716160653,0.006072706,0.00098538,0.512886081,0.966886623,HOROZ
67889,1062.461,438.3611957,198.1784927,2.211951406,0.891972582,68813,294.005033,0.699453946,0.986572305,0.755758919,0.670691284,0.006457028,0.000805941,0.449826798,0.994995018,HOROZ
68428,1030.695,423.407826,208.5581862,2.030166418,0.870272569,69131,295.1698419,0.745078397,0.989830901,0.809437596,0.697128923,0.00618764,0.000901482,0.485988736,0.986638011,HOROZ
69281,1030.131,385.9841557,231.346096,1.668427357,0.800474494,70522,297.003887,0.734134427,0.982402654,0.820425402,0.769471707,0.005571284,0.001204774,0.592086707,0.987853661,HOROZ
71434,1123.503,432.5271945,213.0488037,2.03017894,0.870274289,72650,301.5834771,0.634157168,0.983262216,0.711158427,0.697258995,0.006054921,0.000882805,0.486170107,0.987012312,HOROZ
73141,1087.269,432.2970408,216.4599762,1.997122279,0.865609042,74002,305.165551,0.641317691,0.988365179,0.777493463,0.705916354,0.005910461,0.000905345,0.498317899,0.995201779,HOROZ
31751,671.914,244.102719,168.5224911,1.448487483,0.723451399,32462,201.0637431,0.69428409,0.978097468,0.883771295,0.82368498,0.007688032,0.002182929,0.678456946,0.982736393,SIRA
33634,670.53,242.6749657,176.8391369,1.372292186,0.684824768,34002,206.9399402,0.797524482,0.989177107,0.940052172,0.852745316,0.007215168,0.002353442,0.727174573,0.997895985,SIRA
34242,682.082,247.6193769,177.0846476,1.398310809,0.698972458,34685,208.8019839,0.824710983,0.987227908,0.924902194,0.84323766,0.007231452,0.002255305,0.711049751,0.994268553,SIRA
34892,710.337,273.7491085,163.0004469,1.679437779,0.803401735,35261,210.7744629,0.680753097,0.989535181,0.868974144,0.769954883,0.007845612,0.001700857,0.592830522,0.995621975,SIRA
35291,723.178,276.2396963,163.1613077,1.693046593,0.806926986,35849,211.9761703,0.71922638,0.984434712,0.847975719,0.767363175,0.007827483,0.001674194,0.588846242,0.996944124,SIRA
35734,704.049,255.609616,178.9039583,1.428753273,0.71423016,36235,213.3024657,0.718704747,0.986173589,0.905911401,0.834485295,0.007153121,0.002139686,0.696365707,0.994934783,SIRA
36007,705.523,263.3429808,174.7772671,1.506734744,0.748010559,36397,214.1157077,0.734536924,0.989284831,0.909022117,0.813067837,0.007313661,0.001971613,0.661079307,0.996071161,SIRA
36197,710.441,262.1711384,176.1394356,1.488429536,0.740688077,36607,214.6798822,0.777577281,0.988799956,0.901210842,0.818853988,0.007242897,0.002008713,0.670521853,0.998024531,SIRA
36551,705.826,257.1654694,181.4023885,1.417652058,0.708817709,36979,215.7270929,0.781839572,0.988425863,0.921963702,0.838864928,0.007035798,0.002149123,0.703694367,0.997593768,SIRA
36675,742.917,285.8908964,166.8819538,1.713132487,0.8119507,37613,216.0927123,0.778827777,0.975061814,0.835024838,0.755857269,0.007795253,0.001569528,0.571320211,0.978747214,SIRA
36876,716.9,246.9691627,191.5704905,1.289181659,0.631119186,37505,216.6840591,0.763826173,0.983228903,0.901646933,0.877372935,0.006697287,0.002448024,0.769783267,0.992390468,SIRA
37080,723.319,261.2979493,181.1785501,1.442212387,0.720572934,37575,217.2825863,0.729289592,0.986826347,0.890614667,0.831551059,0.00704687,0.002078412,0.691477163,0.99725693,SIRA
37209,725.482,266.9757992,178.4850517,1.495788004,0.743672646,37627,217.6602174,0.803858451,0.988890956,0.888391878,0.815280703,0.007175033,0.001955385,0.664682625,0.994224297,SIRA
37316,718.059,265.5290926,179.2660522,1.481201206,0.737700858,37723,217.9729498,0.731256124,0.989210826,0.909462274,0.820900443,0.00711569,0.001993236,0.673877538,0.998148221,SIRA
37534,715.824,259.3168198,185.2391386,1.399902967,0.699803678,37979,218.6087214,0.784950959,0.988282998,0.920496631,0.843017902,0.006908851,0.002152449,0.710679183,0.994881898,SIRA
37677,739.145,279.9240682,173.2149239,1.616050521,0.785554452,38295,219.0247619,0.807081807,0.983862123,0.866616378,0.78244348,0.007429574,0.001717733,0.612217799,0.989374893,SIRA
37816,725.046,267.0816458,180.6255809,1.478647955,0.736632271,38249,219.4284089,0.787046287,0.988679443,0.903970653,0.821578017,0.007062663,0.001984922,0.674990438,0.998073231,SIRA
37924,741.726,283.105509,170.914937,1.656411745,0.797200507,38341,219.741522,0.796722689,0.989123914,0.866237531,0.77618243,0.007465075,0.001671357,0.602459165,0.997920437,SIRA
38089,732.64,259.0023968,187.6696203,1.380097623,0.689183949,38574,220.2190296,0.713851978,0.987426764,0.891719333,0.850258656,0.006799926,0.002192241,0.722939781,0.997727474,SIRA
38216,720.979,269.4453393,181.1652866,1.487290111,0.740220878,38640,220.5858618,0.786434539,0.989026915,0.923867866,0.818666459,0.00705059,0.001953589,0.670214771,0.996803801,SIRA
38383,736.763,273.198418,179.4424356,1.522485008,0.754046605,38823,221.0673052,0.813750848,0.988666512,0.888573107,0.809182231,0.007117693,0.001882367,0.654775882,0.996886464,SIRA
38465,739.18,268.1948416,183.4275974,1.462129175,0.729543795,38966,221.3033192,0.784295734,0.987142637,0.884657544,0.825158746,0.006972438,0.001993951,0.680886956,0.995544684,SIRA
38523,732.182,271.4652247,181.1326167,1.498709784,0.744842262,38880,221.470104,0.782097612,0.990817901,0.903008563,0.81583232,0.007046835,0.001925651,0.665582374,0.997514816,SIRA
38629,757.856,298.8212256,165.8993752,1.801219716,0.831730656,39215,221.7745936,0.684377436,0.985056738,0.845181424,0.742164795,0.007735671,0.001447702,0.550808583,0.992127279,SIRA
38726,745.109,285.8407373,173.5025669,1.647472671,0.794709208,39230,222.0528644,0.744616213,0.987152689,0.876542316,0.776841211,0.007381107,0.001658175,0.603482267,0.994220542,SIRA
38800,748.071,266.3659965,187.4122393,1.42128389,0.710606947,39503,222.2649193,0.722129164,0.982203883,0.871276402,0.834434283,0.006865103,0.00205303,0.696280572,0.98961236,SIRA
38953,726.039,270.9486889,183.3295906,1.477932111,0.736331402,39343,222.7027166,0.788522267,0.990087182,0.928604695,0.821936868,0.006955785,0.001958302,0.675580214,0.998461692,SIRA
39046,762.103,293.4847372,170.0652844,1.725718087,0.814994336,39616,222.9684087,0.794748626,0.985611874,0.84481005,0.759727442,0.007516384,0.001544614,0.577185786,0.99605995,SIRA
39114,725.852,267.876582,186.5576829,1.435891451,0.717623301,39605,223.1624779,0.741708543,0.987602575,0.9329233,0.833079459,0.006848611,0.002034829,0.694021384,0.996539373,SIRA
39235,734.13,275.3988576,181.8888427,1.514105282,0.750864702,39649,223.5073903,0.750148175,0.989558375,0.914824059,0.811577042,0.007019214,0.001878396,0.658657296,0.997276491,SIRA
39319,743.387,264.1196166,189.9788051,1.390258332,0.694709129,39830,223.746521,0.752516746,0.987170475,0.894092401,0.847140867,0.006717353,0.00213403,0.717647648,0.997715623,SIRA
39392,746.64,265.9159705,189.1446635,1.405886719,0.702893747,39836,223.9541296,0.725290912,0.988854303,0.887964063,0.842198869,0.006750507,0.002094955,0.709298935,0.997193952,SIRA
39451,742.1,278.3846023,180.7238531,1.540386604,0.760628267,39878,224.1217823,0.799898621,0.989292342,0.900208309,0.805079665,0.007056465,0.001828615,0.648153267,0.998406609,SIRA
39530,742.108,278.3444836,181.3849342,1.534551284,0.758514388,39940,224.3460702,0.740900401,0.989734602,0.901991514,0.806001496,0.007041348,0.00183307,0.649638411,0.996903458,SIRA
39595,736.146,273.6832994,184.9327727,1.479906971,0.737160079,39975,224.5304429,0.779766828,0.990494059,0.918168308,0.820402426,0.006912067,0.001931503,0.673060141,0.996066395,SIRA
39712,748.993,270.6895485,187.6197853,1.44275588,0.720824185,40330,224.8619328,0.808732486,0.98467642,0.889561761,0.830700461,0.006816316,0.002002199,0.690063256,0.99559282,SIRA
39789,746.535,274.5095337,185.3600269,1.480953247,0.737597392,40254,225.0798264,0.732398255,0.988448353,0.897165451,0.81993446,0.006899131,0.001923494,0.672292519,0.99563379,SIRA
39891,742.199,278.3161569,182.9145475,1.521563816,0.753700038,40309,225.3681403,0.794135213,0.989630107,0.910005585,0.809755865,0.006976916,0.001850375,0.65570456,0.997696333,SIRA
39964,738.327,261.7453629,195.9004504,1.336114145,0.663203581,40451,225.5742564,0.780242093,0.987960743,0.921258087,0.861808033,0.006549529,0.002228599,0.742713086,0.992349461,SIRA
40120,762.206,281.6828655,182.1285948,1.546615268,0.76285194,40818,226.0140937,0.717761557,0.982899701,0.867812821,0.802370756,0.007021009,0.001795063,0.64379883,0.9957091,SIRA
40167,754.25,276.6234307,185.2069426,1.493591044,0.742787436,40724,226.146441,0.735659341,0.986322562,0.887255342,0.817524533,0.006886833,0.001897591,0.668346362,0.998236141,SIRA
40232,746.036,272.0725938,188.9822626,1.439672645,0.719393896,40685,226.3293471,0.777520099,0.988865675,0.908368189,0.831871171,0.006762592,0.00199764,0.692009644,0.996267355,SIRA
40306,739.706,277.807734,185.2207396,1.499873797,0.745305816,40698,226.5373989,0.734532466,0.990368077,0.925680855,0.815446696,0.006892466,0.001879908,0.664953314,0.997346052,SIRA
40362,760.534,277.919317,185.9394585,1.494676381,0.743225365,40984,226.6947165,0.732217042,0.984823346,0.876890316,0.815685354,0.006885668,0.001880254,0.665342597,0.994471865,SIRA
40422,746.151,280.9801432,183.6846474,1.529687686,0.756729424,40760,226.8631501,0.815239094,0.991707556,0.912376753,0.807399226,0.006951169,0.001822178,0.65189351,0.997193474,SIRA
40476,761.131,285.5691268,181.6084965,1.572443648,0.771727924,41221,227.0146335,0.706338126,0.981926688,0.877988101,0.794955099,0.00705527,0.001738056,0.63195361,0.99371144,SIRA
40517,746.698,283.6432826,182.3308525,1.555651601,0.766019401,40950,227.1295812,0.77954786,0.989426129,0.913181636,0.800757836,0.007000599,0.001775496,0.641213112,0.997504204,SIRA
40567,745.977,280.4183338,184.5284088,1.519648577,0.752976964,40915,227.2696826,0.80759277,0.991494562,0.916076793,0.810466561,0.006912474,0.001839728,0.656856046,0.998190355,SIRA
40610,743.566,273.4562028,189.494928,1.443079272,0.720973509,41048,227.3901007,0.726138111,0.989329565,0.923004476,0.831541206,0.006733716,0.001985956,0.691460778,0.997832716,SIRA
40647,750.745,281.1800423,184.5515684,1.523585222,0.754459491,41131,227.4936654,0.75367129,0.98823272,0.906261362,0.809067612,0.006917609,0.001828416,0.654590401,0.997324261,SIRA
40693,770.418,290.2484929,179.2307203,1.619412634,0.786564725,41174,227.6223557,0.689887259,0.988317871,0.861542548,0.784232688,0.007132639,0.001664216,0.615020908,0.995972629,SIRA
40766,770.917,286.1000458,182.6409041,1.566462054,0.769720328,41300,227.8264324,0.785653716,0.987070218,0.861971127,0.796317357,0.007018104,0.001740782,0.634121333,0.993327006,SIRA
40855,761.642,282.6441242,184.5313092,1.531686549,0.757465584,41351,228.0749912,0.761453014,0.988005127,0.885020457,0.806933425,0.006918226,0.001809361,0.651141552,0.997344757,SIRA
40917,753.114,273.0100504,191.1004807,1.428620427,0.714166375,41340,228.2479846,0.801822457,0.989767779,0.906550927,0.836042425,0.006672289,0.002010795,0.698966936,0.998558443,SIRA
40994,759.102,278.0092853,188.7303824,1.473049976,0.734264408,41557,228.4626488,0.79427265,0.986452343,0.893984295,0.821780641,0.006781707,0.001907842,0.675323422,0.994785151,SIRA
41062,752.973,278.3714329,188.7466742,1.474841526,0.735025974,41528,228.6520548,0.804663923,0.988778655,0.910104277,0.821391953,0.006779296,0.001903558,0.67468474,0.995053071,SIRA
41130,751.167,278.9962563,187.7938233,1.485651932,0.739546771,41511,228.8413041,0.719005664,0.99082171,0.916000209,0.820230734,0.006783279,0.001893929,0.672778457,0.999514615,SIRA
41164,749.228,276.608866,190.3954721,1.452812207,0.725406983,41523,228.9358701,0.780952381,0.991354189,0.921508689,0.82765196,0.006719679,0.001944999,0.685007767,0.995187646,SIRA
41204,757.396,285.6386136,184.5503612,1.547754292,0.763254983,41584,229.0470742,0.700152931,0.99086187,0.902616417,0.801877139,0.006932303,0.001768026,0.643006946,0.99521676,SIRA
41241,753.95,284.1485805,185.4490628,1.532219016,0.75766108,41618,229.14989,0.796158301,0.99094142,0.91170421,0.806443902,0.006889954,0.001797599,0.650351767,0.996481344,SIRA
41293,751.089,272.7934331,192.9767604,1.413607693,0.706803587,41714,229.2943098,0.770204988,0.989907465,0.919821374,0.840541897,0.006606288,0.002034111,0.706510681,0.998728934,SIRA
41344,778.307,293.3547028,180.0693261,1.629120902,0.789439805,41813,229.4358641,0.688779675,0.988783393,0.857670521,0.782110741,0.00709546,0.001637696,0.611697212,0.996528713,SIRA
41431,759.449,284.7379608,186.2714646,1.528618253,0.756334082,41945,229.6771377,0.794153728,0.987745858,0.902688793,0.806626335,0.006872582,0.001794689,0.650646044,0.994589419,SIRA
41477,762.707,286.3057308,184.8289192,1.549031028,0.763705448,41886,229.8046053,0.805284821,0.990235401,0.895987057,0.802654577,0.006902759,0.001767328,0.64425437,0.997970009,SIRA
41532,763.002,287.9319806,183.9981965,1.564863059,0.76917886,41939,229.9569194,0.711627429,0.990295429,0.896481551,0.79865015,0.006932774,0.001739855,0.637842061,0.998135479,SIRA
41581,766.314,288.9771986,184.1078462,1.569608273,0.770779803,42050,230.0925325,0.815073998,0.988846611,0.88979769,0.796230753,0.006949741,0.001723075,0.633983412,0.995105609,SIRA
41627,761.671,288.5209381,184.8031286,1.561234057,0.767942364,42042,230.2197701,0.715535616,0.990128919,0.901675223,0.797930894,0.006931101,0.001733178,0.636693711,0.994027906,SIRA
41698,754.669,265.8937501,201.3298716,1.32068703,0.653204356,42263,230.4160206,0.810976914,0.986631332,0.920051352,0.866571781,0.006376655,0.00221815,0.750946652,0.991765503,SIRA
41714,773.739,298.3660876,179.4157938,1.662986749,0.7990025,42130,230.460223,0.820140773,0.990125801,0.875593896,0.772407564,0.007152661,0.001570484,0.596613445,0.992160253,SIRA
41761,761.423,286.0089482,186.2643563,1.535500156,0.758860167,42214,230.5900185,0.70447031,0.989268963,0.905167123,0.806233581,0.006848709,0.001784975,0.650012587,0.998094429,SIRA
41822,764.967,288.5353028,184.973111,1.559877007,0.767477248,42230,230.7583676,0.747903217,0.990338622,0.898109439,0.79975783,0.006899127,0.001741037,0.639612587,0.997716967,SIRA
41861,773.212,290.9107511,183.8934817,1.581952489,0.774862159,42423,230.8659364,0.743798863,0.986752469,0.879877661,0.793597127,0.006949446,0.001700319,0.629796401,0.996307984,SIRA
41936,782.3,283.0023939,189.4005478,1.494200504,0.7430335,42603,231.0726586,0.748109034,0.984343826,0.861093294,0.816504254,0.006748436,0.001850191,0.666679197,0.996152392,SIRA
41971,776.919,284.1330705,189.8432571,1.496671911,0.7440274,42834,231.1690657,0.689077148,0.979852454,0.873791259,0.813594367,0.006769747,0.001829717,0.661935794,0.990700711,SIRA
42021,757.871,283.8435553,189.6580816,1.496606698,0.744001254,42517,231.3067204,0.793987605,0.988334078,0.919360137,0.814909185,0.006754802,0.001837508,0.66407698,0.993862057,SIRA
42057,767.125,281.489008,190.672808,1.4762934,0.735640539,42444,231.4057811,0.740648774,0.990882103,0.898081772,0.822077504,0.006693036,0.001885619,0.675811422,0.997695943,SIRA
42090,774.855,283.443312,190.5824323,1.487247847,0.740203522,42839,231.4965495,0.75769577,0.982515932,0.880943205,0.816729623,0.00673422,0.001848333,0.667047278,0.992064628,SIRA
42140,779.769,289.6573573,187.096078,1.548174394,0.763403358,42663,231.6340096,0.758131836,0.987741134,0.870908369,0.799682811,0.006873691,0.001733967,0.639492598,0.990046065,SIRA
42196,786.561,299.6811149,179.7147384,1.667537774,0.80023498,42648,231.7878682,0.700011613,0.989401613,0.857070071,0.773448364,0.007102121,0.001567809,0.598222373,0.997558404,SIRA
42242,772.923,290.6901359,185.8034161,1.564503722,0.769056896,42734,231.9141756,0.752373319,0.988486919,0.888550007,0.797805453,0.006881543,0.001719704,0.636493541,0.995796514,SIRA
42273,747.197,263.3474917,204.5506204,1.287444111,0.629830327,42638,231.9992571,0.778150023,0.991439561,0.95148664,0.880962471,0.006229685,0.002314598,0.776094876,0.999178777,SIRA
42316,770.012,293.4460478,184.402955,1.591330507,0.777886363,42757,232.1172216,0.774649434,0.989685899,0.896849325,0.791004763,0.006934636,0.001674634,0.625688536,0.995677255,SIRA
42402,775.087,288.0599354,188.653289,1.526927714,0.755707012,42920,232.3529711,0.794401978,0.987931034,0.886942162,0.806613286,0.006793546,0.001773935,0.650624993,0.993457334,SIRA
42424,764.122,283.9210072,190.6191729,1.489467208,0.741112365,42872,232.4132407,0.785949831,0.989550289,0.913053174,0.818584165,0.006692462,0.001853613,0.670080036,0.99806224,SIRA
42440,775.99,296.2352492,183.021438,1.618582241,0.786315908,42863,232.4570633,0.777232437,0.990131349,0.885672153,0.784704264,0.006980095,0.001632545,0.615760782,0.996659467,SIRA
42483,759.66,273.926306,197.9284273,1.383966466,0.691307315,42954,232.5747957,0.728946465,0.989034781,0.925095404,0.849041478,0.006447904,0.002066874,0.720871431,0.997661887,SIRA
42528,781.67,293.0467026,186.3169009,1.572840151,0.771860009,43237,232.6979402,0.802536232,0.983602008,0.874657319,0.794064353,0.006890677,0.001689913,0.630538196,0.991735792,SIRA
42568,767.095,283.4778528,191.7970746,1.478009263,0.736363856,43030,232.8073473,0.71231593,0.989263305,0.909064725,0.821254094,0.006659412,0.001868641,0.674458287,0.996855596,SIRA
42619,793.846,297.9997164,183.3030949,1.62572114,0.788440022,43149,232.9467668,0.693860606,0.987716981,0.84984671,0.781701304,0.00699218,0.001610481,0.611056928,0.993408166,SIRA
42674,773.888,285.4777868,190.9913447,1.494715833,0.743241261,43160,233.0970277,0.782019095,0.988739574,0.895399798,0.816515465,0.006689736,0.001834199,0.666697504,0.996523315,SIRA
42711,769.073,289.0850651,188.3827673,1.534562154,0.758518354,43187,233.1980579,0.707463725,0.988978165,0.907432802,0.806676256,0.006768398,0.001767921,0.650726581,0.998580384,SIRA
42776,773.343,284.479036,192.8817987,1.474887926,0.73504565,43299,233.3754374,0.787481591,0.987921199,0.898805492,0.820360757,0.006650436,0.001858016,0.672991772,0.992587439,SIRA
42827,771.36,285.8508014,192.7730395,1.482835993,0.738381345,43593,233.5145177,0.79231495,0.982428372,0.904509826,0.816910488,0.006674546,0.001833578,0.667342746,0.989559843,SIRA
42864,775.687,290.3830475,188.5424363,1.540146893,0.760542019,43376,233.6153673,0.71861588,0.988196238,0.895219501,0.804507596,0.006774521,0.001750568,0.647232471,0.99683308,SIRA
42903,768.085,276.3812498,198.9676667,1.389076197,0.694074777,43451,233.7216211,0.741496716,0.987388092,0.913858504,0.845649339,0.006442003,0.002032179,0.715122804,0.993360065,SIRA
42944,781.224,300.1481307,183.2049857,1.638318573,0.792107277,43471,233.8332718,0.786145791,0.987876975,0.884221773,0.779059564,0.006989291,0.001588165,0.606933804,0.994350924,SIRA
